0	0.18
0	0.21
0	0.17
0	0.17
0	0.14
0	0.19
0	0.17
0	0.16
0	0.17
0	0.18
0	0.17
0	0.17
0	0.2
0	0.19
0	0.15
0	0.19
0	0.17
0	0.17
0	0.16
0	0.13
0	0.19
0	0.17
0	0.16
0	0.2
0	0.2
0.24	0.11
0	0.16
0	0.15
1.81	0
0	0.16
0	0.15
0	0.19
0	0.15
0	0.17
0	0.11
0	0.19
0	0.2
0	0.16
0	0.17
0	0.17
0	0.18
0	0.15
0	0.15
0	0.16
0	0.18
0	0.14
0	0.14
0	0.16
0	0.18
0	0.15
0	0.17
0	0.18
0	0.11
0	0.17
0	0.18
0	0.18
0	0.12
0	0.16
0	0.16
0	0.2
0	0.12
0	0.1
0	0.19
0	0.12
0	0.19
0	0.2
0	0.13
0	0.13
0	0.18
0	0.12
0	0.17
0	0.16
0	0.16
0	0.17
0	0.16
0	0.15
0	0.11
0	0.16
0	0.17
0	0.01
0	0.18
0	0.12
0	0.16
0	0.14
0	0.2
0	0.16
0	0.19
0	0.22
0	0.17
0	0.19
0	0.15
0	0.17
0	0.17
0	0.18
0	0.17
0	0.19
0	0.2
0	0.16
0	0.15
0	0.16
0	0.18
0	0.16
0	0.17
0	0.19
0	0.16
0	0.12
0	0.13
0	0.2
0	0.19
0	0.2
0	0.12
0	0.18
0	0.15
0	0.16
0	0.15
0	0.17
0	0.09
0	0.17
0	0.16
0	0.14
0	0.14
0	0.17
0	0.1
0	0.18
0	0.18
0	0.17
0	0.17
0	0.12
0	0.19
0	0.19
0	0.14
0	0.09
0	0.13
0	0.14
0	0.14
0	0.18
0	0.15
0	0.19
0	0.08
0	0.19
0	0.13
0	0.18
0	0.15
0	0.17
0	0.12
0	0.19
0	0.13
0	0.16
0	0.18
0	0.18
0	0.22
0	0.12
0	0.09
0	0.13
0	0.19
0	0.18
0	0.16
0	0.17
0	0.05
0	0.17
0	0.16
0	0.16
0	0.09
0	0.17
0	0.2
0	0.17
0	0.17
0	0.17
0	0.09
0	0.17
0	0.2
0	0.17
0	0.14
0	0.19
"delay,correlation"	
highshift: (milli*1000)236	
highr: (*1000)118	
0.99	0.05
0	0.17
0	0.17
0	0.18
0	0.14
0	0.19
0	0.09
0	0.19
0	0.17
0	0.18
0	0.12
0	0.13
0	0.11
0	0.18
0	0.17
0	0.19
0	0.05
0	0.15
0	0.19
0	0.18
0	0.08
0	0.16
0	0.1
0	0.18
0	0.14
0	0.18
0	0.18
0	0.22
0	0.21
0	0.19
0	0.22
0	0.18
0	0.16
0	0.17
0	0.16
0	0.18
0	0.1
0	0.17
0	0.09
0	0.17
0	0.15
0	0.13
0	0.18
0	0.18
0	0.17
0	0.16
0	0.14
0	0.13
0	0.17
0	0.1
0	0.17
0	0.18
0	0.19
0	0.15
0	0.19
0	0.18
0	0.17
0	0.18
0	0.14
0	0.14
0	0.03
0	0.17
0	0.11
0	0.15
0	0.06
0	0.16
0	0.17
0	0.18
0	0.15
0	0.18
0	0.18
0	0.11
0	0.19
0	0.21
0	0.19
0	0.19
0	0.19
0	0.2
0	0.21
0	0.17
0	0.18
0	0.15
0	0.06
0	0.16
0	0.09
0	0.11
0	0.09
0	0.18
0	0.05
0	0.14
0	0.15
0	0.18
0	0.09
0	0.16
0	0.17
0	0.21
0	0.11
0	0.18
0	0.17
0	0.17
0	0.19
0	0.12
0	0.18
0	0.15
0	0.06
0	0.2
0	0.14
0	0.15
0	0.07
0	0.17
0	0.13
0	0.19
0	0.14
0	0.15
0	0.2
