189,136
0,0
0,0
0,0
123,177
208,158
25,0
0,0
0,0
81,148
212,188
47,0
0,0
0,0
86,150
211,184
46,0
0,0
0,0
75,144
211,186
48,0
0,0
0,0
40,123
209,198
112,40
0,0
0,0
0,77
203,205
131,62
0,0
0,0
0,81
200,205
129,59
0,0
0,0
0,62
186,206
154,90
0,0
0,0
0,28
166,197
186,130
0,0
0,0
0,0
150,195
193,137
0,0
0,0
0,0
155,191
190,137
0,0
0,0
0,0
124,176
201,158
0,0
0,0
0,0
92,155
212,184
50,0
0,0
0,0
83,151
211,193
37,0
0,0
0,0
86,152
211,180
40,0
0,0
0,0
50,128
213,198
92,16
0,0
0,0
2,88
200,205
132,62
0,0
0,0
0,85
197,205
129,59
0,0
0,0
0,82
201,198
133,56
0,0
0,0
0,65
186,205
175,99
0,0
0,0
0,7
158,194
190,128
0,0
0,0
0,10
160,192
185,125
0,0
0,0
0,0
133,182
203,151
0,0
0,0
0,0
101,163
214,178
50,0
0,0
0,0
70,142
213,188
63,0
0,0
0,0
72,143
213,187
55,0
0,0
0,0
51,128
212,195
76,5
0,0
0,0
14,99
203,204
132,63
0,0
0,0
0,78
200,204
130,76
0,0
0,0
0,77
202,208
127,57
0,0
0,0
0,62
179,204
153,91
0,0
0,0
0,18
157,193
191,138
0,0
0,0
0,0
150,184
189,136
0,0
0,0
0,1
143,186
194,142
0,0
0,0
0,0
104,170
207,165
25,0
0,0
0,0
69,140
213,190
61,0
0,0
0,0
72,141
212,187
57,0
0,0
0,0
63,141
214,191
68,0
0,0
0,0
26,109
207,203
124,53
0,0
0,0
0,64
194,205
142,73
0,0
0,0
0,70
196,205
138,70
0,0
0,0
0,49
181,202
160,101
0,0
0,0
0,26
156,194
191,140
0,0
0,0
0,0
139,184
193,146
0,0
0,0
0,0
139,186
194,144
0,0
0,0
0,0
112,171
206,166
13,0
0,0
0,0
80,148
213,189
74,2
0,0
0,0
59,132
213,192
72,0
0,0
0,0
64,135
207,191
68,0
0,0
0,0
39,117
211,198
90,17
0,0
0,0
2,88
199,205
142,73
0,0
0,0
0,72
193,207
140,72
0,0
0,0
0,71
197,205
137,69
0,0
0,0
0,51
180,202
176,100
0,0
0,0
0,7
148,188
191,137
0,0
0,0
0,0
168,190
192,135
0,0
0,0
0,2
144,187
194,142
0,0
0,0
0,0
115,170
205,165
25,0
0,0
0,0
70,138
212,189
60,0
0,0
0,0
72,143
213,188
57,0
0,0
0,0
58,135
214,192
64,0
0,0
0,0
26,107
204,202
112,39
0,0
0,0
0,66
194,204
140,73
0,0
0,0
0,69
195,205
139,70
0,0
0,0
0,59
187,204
156,91
0,0
0,0
0,29
164,198
182,130
0,0
0,0
0,0
139,187
198,147
0,0
0,0
0,0
138,187
197,144
0,0
0,0
0,0
114,168
206,167
13,0
0,0
0,0
80,147
213,189
75,2
0,0
0,0
44,115
212,197
84,9
0,0
0,0
48,123
212,198
81,9
0,0
0,0
25,108
209,210
101,29
0,0
0,0
1,87
199,205
146,77
0,0
0,0
0,68
195,205
127,71
0,0
0,0
0,71
196,205
136,69
0,0
0,0
0,52
180,201
163,100
0,0
0,0
0,18
157,193
190,138
0,0
0,0
0,0
150,189
189,140
0,0
0,0
0,0
154,192
187,127
0,0
0,0
0,0
125,176
204,158
11,0
0,0
0,0
83,149
211,183
44,0
0,0
0,0
84,155
212,182
44,0
0,0
0,0
90,153
209,180
41,0
0,0
0,0
53,128
218,198
88,15
0,0
0,0
3,89
204,204
119,35
0,0
0,0
5,93
206,204
118,47
0,0
0,0
0,85
198,206
136,67
0,0
0,0
0,52
181,203
170,109
0,0
0,0
0,20
159,194
184,127
0,0
0,0
0,11
161,194
181,124
0,0
0,0
0,0
135,182
199,156
0,0
0,0
0,0
104,164
210,178
49,0
0,0
0,0
71,141
212,187
50,0
0,0
0,0
75,143
218,187
55,0
0,0
0,0
51,128
208,194
76,4
0,0
0,0
16,99
203,205
130,61
0,0
0,0
0,80
200,204
129,59
0,0
0,0
0,83
202,205
127,56
0,0
0,0
0,62
187,206
154,84
0,0
0,0
0,19
158,185
172,128
0,0
0,0
0,10
162,195
182,123
0,0
0,0
0,14
162,196
180,121
0,0
0,0
0,0
151,183
197,148
0,0
0,0
0,0
109,165
208,174
8,0
0,0
0,0
109,167
207,167
16,0
0,0
0,0
90,154
211,180
40,0
0,0
0,0
49,129
211,198
99,27
0,0
0,0
21,101
207,203
114,36
0,0
0,0
25,104
207,202
104,34
0,0
0,0
0,85
197,205
135,63
0,0
0,0
0,42
174,193
178,118
0,0
0,0
0,21
168,201
176,116
0,0
0,0
0,25
172,199
172,113
0,0
0,0
0,4
146,188
192,140
0,0
0,0
0,0
105,166
208,164
13,0
0,0
0,0
111,167
205,169
17,0
0,0
0,0
99,158
209,171
26,0
0,0
0,0
66,138
213,194
87,16
0,0
0,0
4,90
205,204
119,48
0,0
0,0
9,85
206,204
115,50
0,0
0,0
0,73
193,205
144,69
0,0
0,0
0,41
173,200
177,119
0,0
0,0
0,9
158,194
182,126
0,0
0,0
0,11
161,195
182,124
0,0
0,0
0,0
138,182
197,149
0,0
0,0
0,0
105,164
211,177
34,0
0,0
0,0
97,159
210,176
31,0
0,0
0,0
99,160
209,174
27,0
0,0
0,0
66,138
212,188
59,0
0,0
0,0
30,111
210,199
110,25
0,0
0,0
29,113
210,200
94,20
0,0
0,0
24,106
208,201
103,27
0,0
0,0
1,78
198,205
143,75
0,0
0,0
0,52
182,203
158,95
0,0
0,0
0,46
184,202
157,94
0,0
0,0
0,38
179,201
164,100
0,0
0,0
0,16
156,194
191,142
0,0
0,0
0,0
129,179
200,152
0,0
0,0
0,0
132,179
194,152
0,0
0,0
0,0
102,164
209,171
25,0
0,0
0,0
68,139
212,193
84,13
0,0
0,0
46,123
211,194
84,10
0,0
0,0
49,126
212,197
80,6
0,0
0,0
13,98
203,204
123,52
0,0
0,0
0,55
186,202
160,96
0,0
0,0
0,47
183,204
157,93
0,0
0,0
0,38
178,200
166,102
0,0
0,0
0,19
156,193
191,139
0,0
0,0
0,0
115,172
204,163
15,0
0,0
0,0
121,174
203,159
0,0
0,0
0,0
102,162
208,168
28,0
0,0
0,0
68,139
216,193
92,14
0,0
0,0
49,123
212,197
84,11
0,0
0,0
48,125
212,195
79,7
0,0
0,0
26,105
199,200
101,28
0,0
0,0
0,59
193,205
142,74
0,0
0,0
0,70
195,204
138,72
0,0
0,0
0,72
198,205
136,68
0,0
0,0
0,53
181,203
163,98
0,0
0,0
0,10
158,195
183,120
0,0
0,0
0,11
161,195
181,124
0,0
0,0
0,2
145,187
192,141
0,0
0,0
0,0
116,171
209,171
42,0
0,0
0,0
84,150
211,182
39,0
0,0
0,0
87,154
211,180
41,0
0,0
0,0
67,137
212,190
64,0
0,0
0,0
28,110
206,201
120,50
0,0
0,0
8,88
204,204
118,47
0,0
0,0
11,94
206,204
114,44
0,0
0,0
0,74
193,205
144,76
0,0
0,0
0,32
163,198
176,117
0,0
0,0
0,23
156,198
174,114
0,0
0,0
0,26
172,200
172,112
0,0
0,0
0,8
147,189
191,139
0,0
0,0
0,0
118,173
204,160
9,0
0,0
0,0
121,174
203,162
2,0
0,0
0,0
103,163
209,172
10,0
0,0
0,0
68,139
212,194
86,13
0,0
0,0
32,121
210,199
94,20
0,0
0,0
36,115
210,199
92,17
0,0
0,0
38,96
202,205
123,51
0,0
0,0
0,55
180,192
169,94
0,0
0,0
0,33
177,199
167,103
0,0
0,0
0,36
178,202
176,101
0,0
0,0
0,12
155,193
185,130
0,0
0,0
0,0
130,177
201,154
0,0
0,0
0,0
124,181
199,158
0,0
0,0
0,0
113,169
206,166
13,0
0,0
0,0
80,148
212,189
74,1
0,0
0,0
46,124
215,196
83,10
0,0
0,0
48,119
212,196
80,7
0,0
0,0
26,108
209,201
114,28
0,0
0,0
0,77
194,205
151,85
0,0
0,0
0,57
190,206
149,84
0,0
0,0
0,61
193,205
142,79
0,0
0,0
0,40
173,200
171,110
0,0
0,0
0,0
139,184
197,133
0,0
0,0
0,0
136,186
194,144
0,0
0,0
0,0
135,182
198,150
0,0
0,0
0,0
104,164
208,169
36,0
0,0
0,0
70,140
213,188
57,0
0,0
0,0
70,143
211,187
55,0
0,0
0,0
57,127
211,197
76,3
0,0
0,0
16,100
202,204
133,63
0,0
0,0
0,68
195,206
139,71
0,0
0,0
0,74
198,205
143,68
0,0
0,0
0,51
186,202
164,99
0,0
0,0
0,7
148,190
196,149
0,0
0,0
0,0
141,185
192,144
0,0
0,0
0,0
143,188
193,141
0,0
0,0
0,0
115,171
205,165
20,0
0,0
0,0
70,141
212,194
57,0
0,0
0,0
74,144
212,187
55,0
0,0
0,0
43,127
212,195
77,4
0,0
0,0
15,99
204,204
133,63
0,0
0,0
0,68
195,205
140,71
0,0
0,0
0,71
186,205
137,67
0,0
0,0
0,50
180,203
163,99
0,0
0,0
0,7
149,189
196,146
0,0
0,0
0,0
141,185
195,145
0,0
0,0
0,0
134,182
198,148
0,0
0,0
0,0
104,164
208,172
26,0
0,0
0,0
56,131
213,193
71,0
0,0
0,0
61,134
206,191
68,0
0,0
0,0
52,128
212,194
82,4
0,0
0,0
16,100
203,200
133,62
0,0
0,0
0,57
189,205
148,84
0,0
0,0
0,60
192,204
146,76
0,0
0,0
0,40
173,201
170,110
0,0
0,0
0,8
149,189
196,147
0,0
0,0
0,0
141,184
195,143
0,0
0,0
0,0
134,182
197,143
0,0
0,0
0,0
104,164
209,177
49,0
0,0
0,0
31,122
212,204
83,10
0,0
0,0
49,125
212,195
80,3
0,0
0,0
25,105
209,200
101,28
0,0
0,0
3,88
199,204
140,76
0,0
0,0
0,44
183,203
155,93
0,0
0,0
0,49
185,204
156,87
0,0
0,0
0,28
164,195
178,121
0,0
0,0
0,0
139,184
200,155
6,0
0,0
0,0
120,174
203,161
3,0
0,0
0,0
123,177
204,158
0,0
0,0
0,0
91,155
211,179
39,0
0,0
0,0
66,131
212,192
65,0
0,0
0,0
62,134
215,192
66,0
0,0
0,0
52,127
212,194
77,4
0,0
0,0
15,99
198,204
132,63
0,0
0,0
0,46
184,204
159,96
0,0
0,0
0,48
185,202
143,91
0,0
0,0
0,26
164,197
179,122
0,0
0,0
0,0
138,183
202,155
5,0
0,0
0,0
108,168
209,170
18,0
0,0
0,0
112,169
207,166
13,0
0,0
0,0
91,155
210,179
37,0
0,0
0,0
57,133
211,191
97,32
0,0
0,0
34,113
212,199
94,21
0,0
0,0
42,116
213,199
90,20
0,0
0,0
14,98
203,204
122,52
0,0
0,0
0,55
185,203
159,96
0,0
0,0
0,46
185,203
157,92
0,0
0,0
0,38
180,202
164,100
0,0
0,0
0,17
158,194
190,138
0,0
0,0
0,0
121,173
204,162
6,0
0,0
0,0
122,174
202,160
1,0
0,0
0,0
90,155
214,179
37,0
0,0
0,0
58,131
211,197
97,24
0,0
0,0
33,107
211,199
94,21
0,0
0,0
38,115
210,222
93,18
0,0
0,0
14,97
203,204
122,54
0,0
0,0
0,56
182,202
172,95
0,0
0,0
0,47
179,204
160,92
0,0
0,0
0,38
179,202
164,100
0,0
0,0
0,18
157,194
192,144
0,0
0,0
0,0
129,180
200,153
0,0
0,0
0,0
133,181
198,151
0,0
0,0
0,0
102,165
200,172
24,0
0,0
0,0
60,140
215,193
89,11
0,0
0,0
47,124
211,196
82,14
0,0
0,0
50,127
212,194
79,5
0,0
0,0
14,98
203,204
124,51
0,0
0,0
0,56
185,204
159,98
0,0
0,0
0,47
184,204
146,92
0,0
0,0
0,39
177,202
163,100
0,0
0,0
0,18
157,195
191,140
0,0
0,0
0,0
129,180
200,153
0,0
0,0
0,0
